jobNum,title,Link,shortCategory,longCategory,Department,Location,Agency,Posted Date
"440801","Community Assistant, Bureau of Sexually Transmitted Infections - 440801","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440801&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","STI Clinic Ops & Patient Srvs","BROOKLYN","DEPT OF HEALTH/MENTAL HYGIENE","06/09/2020"
"440449","Desktop Technician - 440449","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440449&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Network Technology Services","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","06/09/2020"
"440783","Foodborne Disease Scientist, Bureau of Communicable Diseases - 440783","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440783&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Communicable Diseases","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","06/09/2020"
"440779","Laboratory Microbiologist, Bureau of the Public Health Laboratory - 440779","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440779&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Virology","MANHATTAN","DEPT OF HEALTH/MENTAL HYGIENE","06/09/2020"
"440790","Program Coordinator, HIV Prevention - 440790","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440790&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","HIV Prevention","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","06/09/2020"
"440809","Program Management Coordinator, Bureau of Early Intervention - 440809","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440809&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Early Intervention","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","06/09/2020"
"440775","Sexual Health Express Associate Laboratory Microbiologist, Bureau of the Public Health Laboratory - 440775","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440775&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Virology/Immunology","MANHATTAN","DEPT OF HEALTH/MENTAL HYGIENE","06/09/2020"
"440670","Public Health Advisor, Eyeglass Unit - 440670","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440670&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","SH Vision","MANHATTAN","DEPT OF HEALTH/MENTAL HYGIENE","06/02/2020"
"440647","Public Health Nurse, Bureau of Immunization - 440647","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440647&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Immunization Registry","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","06/02/2020"
"440641","Children’s Medicaid Policy Analyst - 440641","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440641&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Children, Youth, & Families","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","05/29/2020"
"440587","Construction Project Manager, Bureau of Facilities Planning and Management - 440587","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440587&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Architecture Eng-Phw","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","05/29/2020"
"440616","Executive Director of Healthcare Systems Readiness - 440616","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440616&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Healthcare & Comm Readiness","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","05/29/2020"
"440575","Laboratory Microbiologist, Bureau of the Public Health Laboratory - 440575","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440575&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Microbiology","MANHATTAN","DEPT OF HEALTH/MENTAL HYGIENE","05/29/2020"
"440421","Office Assistant, Clinical Affairs/ Office of Program Review and Evaluation - 440421","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440421&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Clinical Affairs - OPRE","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","05/29/2020"
"440628","Project Coordinator - 440628","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440628&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","HIV Care & Treatment","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","05/29/2020"
"440605","Public Health Advisor, Bureau of HIV - 440605","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440605&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","HIV EPI & Field Svces","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","05/29/2020"
"440636","Public Health Inspector - 440636","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440636&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Food Safety & Community Sanit","MANHATTAN","DEPT OF HEALTH/MENTAL HYGIENE","05/29/2020"
"440625","Public Health Inspector, Food Safety and Community Sanitation - 440625","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440625&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Food Safety & Community Sanit","MANHATTAN","DEPT OF HEALTH/MENTAL HYGIENE","05/29/2020"
"440612","Radiation Emergency Response Specialist - 440612","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440612&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Radiation Equipment","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","05/29/2020"
"440623","Social Worker - 440623","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440623&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","STI Clinic Ops & Patient Srvs","MANHATTAN","DEPT OF HEALTH/MENTAL HYGIENE","05/29/2020"
"440596","T-TAP Trainer, HIV Care & Treatment - 440596","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440596&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","HIV Care & Treatment","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","05/29/2020"
"439346","Associate Laboratory Microbiologist, Bureau of the Public Health Laboratory - 439346","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=439346&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Microbiology","MANHATTAN","DEPT OF HEALTH/MENTAL HYGIENE","05/23/2020"
"440485","Electrician - 440485","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440485&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Operations/Labs","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","05/23/2020"
"440520","Evaluation Specialist - 440520","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440520&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","HIV Care & Treatment","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","05/23/2020"
"440409","Action Center Navigator, Brooklyn Neighborhood Health - 440409","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440409&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","CHECW - BKLYN.NEGHBHD HLTH.","BROOKLYN","DEPT OF HEALTH/MENTAL HYGIENE","05/22/2020"
"439281","Associate Laboratory Microbiologist, Bureau of the Public Health Laboratory - 439281","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=439281&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Virology/Immunology","MANHATTAN","DEPT OF HEALTH/MENTAL HYGIENE","05/22/2020"
"440504","Clinic Administrative Manager - 440504","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440504&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","TB Clinic Operations","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","05/22/2020"
"440423","Laborer, Bureau of Facilities Planning and Administrative Services/Health Support Services - 440423","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440423&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Health Support Services","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","05/22/2020"
"440441","Maintenance Worker - 440441","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440441&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Food Safety & Community Sanit","NYC-ALL BOROS","DEPT OF HEALTH/MENTAL HYGIENE","05/22/2020"
"440475","Manager of Mental Health and Strategic Partnerships, MIRH - 440475","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440475&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","MIRH Nurse Family Partnership","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","05/22/2020"
"440467","Quality Assurance Analyst, Bureau of Technology Strategy & Project Management - 440467","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440467&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","IT Strategy Project Management","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","05/22/2020"
"440418","Payment Analyst - 440418","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440418&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","OCME-Admin","MANHATTAN","DEPT OF HEALTH/MENTAL HYGIENE","05/19/2020"
"440249","City Custodial Assistant, Bureau of Operations - 440249","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440249&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Operations","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","05/15/2020"
"440331","City Custodial Assistant, Bureau of Operations - 440331","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440331&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Operations/Labs","MANHATTAN","DEPT OF HEALTH/MENTAL HYGIENE","05/15/2020"
"440079","Deputy Director, Mental Health/Office of Housing Services - 440079","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440079&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Mental Health","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","05/15/2020"
"440081","Laboratory Microbiologist, Bureau of the Public Health Laboratory - 440081","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440081&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Virology","MANHATTAN","DEPT OF HEALTH/MENTAL HYGIENE","05/15/2020"
"440240","Laborer, Bureau of Facilities Planning and Administrative Services/Health Support Services - 440240","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440240&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Health Support Services","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","05/15/2020"
"440264","Public Health Adviser - 440264","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440264&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","TB Clinic Operations","BRONX","DEPT OF HEALTH/MENTAL HYGIENE","05/15/2020"
"440158","City Mortuary Technician (Per Diem) - 440158","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440158&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","OCME-Operations","NYC-ALL BOROS","DEPT OF HEALTH/MENTAL HYGIENE","05/14/2020"
"440225","Decedent Management Specialist - 440225","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440225&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","OCME-Pathology","NYC-ALL BOROS","DEPT OF HEALTH/MENTAL HYGIENE","05/14/2020"
"440220","Forensic Quality Specialist - 440220","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440220&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","OCME-Operations","NYC-ALL BOROS","DEPT OF HEALTH/MENTAL HYGIENE","05/13/2020"
"440165","Analyst, Sexually Transmitted Infections - 440165","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440165&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","STI Surveillance/Epidemiology","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","05/11/2020"
"440168","Application Examiner - 440168","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440168&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Vital Statistics/Vital Recor","NYC-ALL BOROS","DEPT OF HEALTH/MENTAL HYGIENE","05/11/2020"
"440167","Assistant Director, Assisted Outpatient Treatment - 440167","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440167&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","MH - Assisted out Treatment","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","05/11/2020"
"440187","Policies and Procedures Specialist - 440187","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440187&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","OCME-Admin","MANHATTAN","DEPT OF HEALTH/MENTAL HYGIENE","05/11/2020"
"440108","Administrative Assistant, Bureau of Mental Health/AOT - 440108","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440108&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","MH - Assisted out Treatment","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","05/07/2020"
"440078","Administrative Assistant, Mental Health/AOT - 440078","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440078&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","MH - Assisted out Treatment","OUTSIDE NYC","DEPT OF HEALTH/MENTAL HYGIENE","05/07/2020"
"440089","Case Monitor, Bureau of Mental Health/Assisted Outpatient Treatment - 440089","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440089&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","MH - Assisted out Treatment","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","05/07/2020"
"440092","Case Monitor, Bureau of Mental Health/Assisted Outpatient Treatment - 440092","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440092&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","MH - Assisted out Treatment","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","05/07/2020"
"440112","Community Capacity Building Specialist, Center for Health Equity and Community Wellness - 440112","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440112&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","CHECW - EQTBLE. HLTH. SYS.","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","05/07/2020"
"440076","Community Engagement & Public Data Specialist - 440076","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440076&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","MHY Comm Eng Pol & Prac","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","05/07/2020"
"440099","Laboratory Associate, Bureau of Public Health Laboratory - 440099","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440099&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Virology","MANHATTAN","DEPT OF HEALTH/MENTAL HYGIENE","05/07/2020"
"440024","Payroll Auditor, Bureau of Controller - 440024","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440024&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Payroll","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","05/07/2020"
"440109","Personnel Coordinator - 440109","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440109&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Food Safety & Community Sanit","MANHATTAN","DEPT OF HEALTH/MENTAL HYGIENE","05/07/2020"
"440090","Quality Improvement Specialist, Mental Health/Assisted Outpatient Treatment - 440090","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440090&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","MH - Assisted out Treatment","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","05/07/2020"
"439984","Medical Administrative Support - 439984","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=439984&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","SH Medical","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","05/04/2020"
"439978","Neighborhood Health Promoter - 439978","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=439978&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","CHECW - BX. NEIGHBORHOOD HLTH.","BRONX","DEPT OF HEALTH/MENTAL HYGIENE","05/04/2020"
"439987","Outreach Representative, Center for Health Equity and Community Wellness - 439987","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=439987&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Chronic Disease Prevention","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","05/04/2020"
"439985","Public Health Adviser - 439985","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=439985&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","SH Nursing Services & Prof Dev","STATEN ISLAND","DEPT OF HEALTH/MENTAL HYGIENE","05/04/2020"
"439974","Supervising Public Health Nurse, Bureau of School Health - 439974","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=439974&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","SH Nursing Services & Prof Dev","BRONX","DEPT OF HEALTH/MENTAL HYGIENE","05/04/2020"
"439920","Data Analyst - 439920","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=439920&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","TB Clinic Operations","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","05/01/2020"
