jobNum,title,Link,shortCategory,longCategory
"441317","Budget Analyst, Bureau of Budget and Revenue - 441317","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=441317&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"441239","Business Analyst/Project - 441239","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=441239&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"441290","Clearance Administrator - 441290","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=441290&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"441273","Director of Central Clearance Unit, Bureau of Childcare - 441273","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=441273&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"441252","Senior Program Associate, Harlem Neighborhood Health Action Center/Center for Health Equity - 441252","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=441252&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"441227","Early Childhood Education Consultant, Bureau of Childcare - 441227","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=441227&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"441218","Public Health Assistant, Bureau of School Health/SH Nursing Services & Prof Dev - 441218","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=441218&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"441219","Public Health Inspector, Bureau of Childcare - 441219","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=441219&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"441131","Assistant Commissioner, BMIRH - 441131","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=441131&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"441127","Central Accessioning Program Coordinator - 441127","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=441127&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"441110","Director of Community Engagement – Bureau of Bronx Neighborhood Health - 441110","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=441110&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"441123","Interoperability Specialist, Bureau of Immunization - 441123","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=441123&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"441114","Junior Public Health Nurse - Bureau of School Health/SH Nursing Services & Prof Dev - 441114","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=441114&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"441162","Program Initiatives Manager - 441162","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=441162&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"441119","Public Health Advisor, Bureau of Tuberculosis Control - 441119","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=441119&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"441141","Public Health Nurse, Bureau of School Health - 441141","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=441141&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440515","Java Developer, Bureau of IT Strategy and Project Management - 440515","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440515&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"441108","Supervisor of Billing, Bureau of Budget and Revenue - 441108","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=441108&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"441036","Assistant Director of Central Clearance Unit - 441036","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=441036&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"439680","Assistant Director of Forensic Investigations - 439680","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=439680&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440934","Asthma Counseling Specialist, Bureau of Harlem Neighborhood Health - 440934","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440934&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"441022","Clearance Supervisor - 441022","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=441022&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440945","Director of Evaluation-Lead Analyst - 440945","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440945&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440928","Evaluation Specialist, HIV/AIDS Prevention and Control - 440928","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440928&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440882","Grant Analyst, Bureau of HIV - 440882","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440882&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440661","Health Research Communication Evaluator , Bureau of School Health - 440661","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440661&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"441003","Program Analyst, Division Management & Systems Coordination - 441003","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=441003&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"441011","Public Health Advisor - 441011","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=441011&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"441034","Senior .Net Developer - 441034","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=441034&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440846","Assistant Commissioner, Bureau of Sexually Transmitted Infections (BSTI)/Administration - 440846","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440846&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440853","Congregate Setting Testing Coordinator - 440853","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440853&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440856","Director of Housing - 440856","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440856&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440847","Inspector, Bureau of Environmental Disease and Injury Prevention - 440847","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440847&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440852","Laboratory Helper, Bureau of Public Health Laboratory - 440852","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440852&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440872","Public Health Advisor, Bureau of Tuberculosis Control - 440872","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440872&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440873","Public Health Advisor, Bureau of Tuberculosis Control - 440873","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440873&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440848","Public Health Sanitarian - 440848","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440848&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440804","Trauma Support Manager - 440804","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440804&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440801","Community Assistant, Bureau of Sexually Transmitted Infections - 440801","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440801&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440449","Desktop Technician - 440449","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440449&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440783","Foodborne Disease Scientist, Bureau of Communicable Diseases - 440783","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440783&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440779","Laboratory Microbiologist, Bureau of the Public Health Laboratory - 440779","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440779&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440790","Program Coordinator, HIV Prevention - 440790","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440790&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440809","Program Management Coordinator, Bureau of Early Intervention - 440809","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440809&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440775","Sexual Health Express Associate Laboratory Microbiologist, Bureau of the Public Health Laboratory - 440775","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440775&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440670","Public Health Advisor, Eyeglass Unit - 440670","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440670&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440647","Public Health Nurse, Bureau of Immunization - 440647","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440647&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440641","Children’s Medicaid Policy Analyst - 440641","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440641&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440587","Construction Project Manager, Bureau of Facilities Planning and Management - 440587","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440587&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440616","Executive Director of Healthcare Systems Readiness - 440616","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440616&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440575","Laboratory Microbiologist, Bureau of the Public Health Laboratory - 440575","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440575&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440421","Office Assistant, Clinical Affairs/ Office of Program Review and Evaluation - 440421","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440421&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440628","Project Coordinator - 440628","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440628&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440605","Public Health Advisor, Bureau of HIV - 440605","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440605&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440636","Public Health Inspector - 440636","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440636&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440625","Public Health Inspector, Food Safety and Community Sanitation - 440625","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440625&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440612","Radiation Emergency Response Specialist - 440612","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440612&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440623","Social Worker - 440623","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440623&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440596","T-TAP Trainer, HIV Care & Treatment - 440596","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440596&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"439346","Associate Laboratory Microbiologist, Bureau of the Public Health Laboratory - 439346","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=439346&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440485","Electrician - 440485","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440485&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440520","Evaluation Specialist - 440520","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440520&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440409","Action Center Navigator, Brooklyn Neighborhood Health - 440409","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440409&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"439281","Associate Laboratory Microbiologist, Bureau of the Public Health Laboratory - 439281","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=439281&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440504","Clinic Administrative Manager - 440504","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440504&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440423","Laborer, Bureau of Facilities Planning and Administrative Services/Health Support Services - 440423","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440423&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440441","Maintenance Worker - 440441","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440441&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440475","Manager of Mental Health and Strategic Partnerships, MIRH - 440475","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440475&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440467","Quality Assurance Analyst, Bureau of Technology Strategy & Project Management - 440467","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440467&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440418","Payment Analyst - 440418","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440418&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440249","City Custodial Assistant, Bureau of Operations - 440249","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440249&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440331","City Custodial Assistant, Bureau of Operations - 440331","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440331&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440079","Deputy Director, Mental Health/Office of Housing Services - 440079","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440079&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440081","Laboratory Microbiologist, Bureau of the Public Health Laboratory - 440081","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440081&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440240","Laborer, Bureau of Facilities Planning and Administrative Services/Health Support Services - 440240","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440240&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440264","Public Health Adviser - 440264","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440264&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440158","City Mortuary Technician (Per Diem) - 440158","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440158&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
"440225","Decedent Management Specialist - 440225","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440225&PostingSeq=1&",816,"DEPARTMENT OF HEALTH AND M"
